"","sub","rr","v0","alpha","model"
"297","7pjw0pz87exlgmd","75",0.750012698734681,5.0726537594172e-05,"rw_base"
"298","7pjw0pz87exlgmd","75",0.750012698734681,5.0726537594172e-05,"rw_base"
"299","7pjw0pz87exlgmd","75",0.750012698734681,5.0726537594172e-05,"rw_base"
"300","7pjw0pz87exlgmd","75",0.750012698734681,5.0726537594172e-05,"rw_base"
"301","85aq8xl8ayntz3l","25",0.209999978860178,1.93588109662994e-08,"rw_base"
"302","85aq8xl8ayntz3l","25",0.209999978860178,1.93588109662994e-08,"rw_base"
"303","85aq8xl8ayntz3l","25",0.209999978860178,1.93588109662994e-08,"rw_base"
"304","85aq8xl8ayntz3l","25",0.209999978860178,1.93588109662994e-08,"rw_base"
"305","85aq8xl8ayntz3l","50",1.70277255980538e-14,0.094206004170403,"rw_base"
"306","85aq8xl8ayntz3l","50",1.70277255980538e-14,0.094206004170403,"rw_base"
"307","85aq8xl8ayntz3l","50",1.70277255980538e-14,0.094206004170403,"rw_base"
"308","85aq8xl8ayntz3l","50",1.70277255980538e-14,0.094206004170403,"rw_base"
"309","85aq8xl8ayntz3l","75",0.25097340553922,0.223012259168358,"rw_base"
"310","85aq8xl8ayntz3l","75",0.25097340553922,0.223012259168358,"rw_base"
"311","85aq8xl8ayntz3l","75",0.25097340553922,0.223012259168358,"rw_base"
"312","85aq8xl8ayntz3l","75",0.25097340553922,0.223012259168358,"rw_base"
"313","8epzoljwn0gbtge","25",0.144999994083445,1.85729665171339e-15,"rw_base"
"314","8epzoljwn0gbtge","25",0.144999994083445,1.85729665171339e-15,"rw_base"
"315","8epzoljwn0gbtge","25",0.144999994083445,1.85729665171339e-15,"rw_base"
"316","8epzoljwn0gbtge","25",0.144999994083445,1.85729665171339e-15,"rw_base"
"317","8epzoljwn0gbtge","50",0.279999996916145,2.98280238255488e-16,"rw_base"
"318","8epzoljwn0gbtge","50",0.279999996916145,2.98280238255488e-16,"rw_base"
